state,district,date,sex,age,ethnicity,population
Sarawak,Daro,2023/1/1,female,overall,overall,9.2
Sarawak,Julau,2023/1/1,both,overall,overall,15.5
Sarawak,Julau,2023/1/1,male,overall,overall,7.7
Sarawak,Julau,2023/1/1,female,overall,overall,7.8
Sarawak,Sibu,2023/1/1,both,overall,overall,252.9
Sarawak,Sibu,2023/1/1,male,overall,overall,130.4
Sarawak,Sibu,2023/1/1,female,overall,overall,122.5
Sarawak,Dalat,2023/1/1,both,overall,overall,21.6
Sarawak,Dalat,2023/1/1,male,overall,overall,11.2
Sarawak,Dalat,2023/1/1,female,overall,overall,10.4
Sarawak,Mukah,2023/1/1,both,overall,overall,42.7
Sarawak,Mukah,2023/1/1,male,overall,overall,22.5
Sarawak,Mukah,2023/1/1,female,overall,overall,20.2
Sarawak,Kanowit,2023/1/1,both,overall,overall,24.9
Sarawak,Kanowit,2023/1/1,male,overall,overall,12.4
Sarawak,Kanowit,2023/1/1,female,overall,overall,12.5
Sarawak,Bintulu,2023/1/1,both,overall,overall,185.2
Sarawak,Bintulu,2023/1/1,male,overall,overall,100.3
Sarawak,Bintulu,2023/1/1,female,overall,overall,84.9
Sarawak,Tatau,2023/1/1,both,overall,overall,32.1
Sarawak,Tatau,2023/1/1,male,overall,overall,17.5
Sarawak,Tatau,2023/1/1,female,overall,overall,14.6
Sarawak,Kapit,2023/1/1,both,overall,overall,36.6
Sarawak,Kapit,2023/1/1,male,overall,overall,18.4
Sarawak,Kapit,2023/1/1,female,overall,overall,18.2
Sarawak,Song,2023/1/1,both,overall,overall,10.2
Sarawak,Song,2023/1/1,male,overall,overall,5
Sarawak,Song,2023/1/1,female,overall,overall,5.2
Sarawak,Belaga,2023/1/1,both,overall,overall,22.7
Sarawak,Belaga,2023/1/1,male,overall,overall,12.9
Sarawak,Belaga,2023/1/1,female,overall,overall,9.7
Sarawak,Miri,2023/1/1,both,overall,overall,254.4
Sarawak,Miri,2023/1/1,male,overall,overall,133.1
Sarawak,Miri,2023/1/1,female,overall,overall,121.3
Sarawak,Marudi,2023/1/1,both,overall,overall,18.7
Sarawak,Marudi,2023/1/1,male,overall,overall,9.9
Sarawak,Marudi,2023/1/1,female,overall,overall,8.8
Sarawak,Limbang,2023/1/1,both,overall,overall,46.1
Sarawak,Limbang,2023/1/1,male,overall,overall,23.7
Sarawak,Limbang,2023/1/1,female,overall,overall,22.4
Sarawak,Lawas,2023/1/1,both,overall,overall,37.7
Sarawak,Lawas,2023/1/1,male,overall,overall,19.2
Sarawak,Lawas,2023/1/1,female,overall,overall,18.5
Sarawak,Matu,2023/1/1,both,overall,overall,16.5
Sarawak,Matu,2023/1/1,male,overall,overall,8.9
Sarawak,Matu,2023/1/1,female,overall,overall,7.6
Sarawak,Asajaya,2023/1/1,both,overall,overall,34.5
Sarawak,Asajaya,2023/1/1,male,overall,overall,17.6
Sarawak,Asajaya,2023/1/1,female,overall,overall,17
Sarawak,Pakan,2023/1/1,both,overall,overall,15.6
Sarawak,Pakan,2023/1/1,male,overall,overall,8.2
Sarawak,Pakan,2023/1/1,female,overall,overall,7.4
Sarawak,Selangau,2023/1/1,both,overall,overall,20.3
Sarawak,Selangau,2023/1/1,male,overall,overall,10.5
Sarawak,Selangau,2023/1/1,female,overall,overall,9.8
Sarawak,Tebedu,2023/1/1,both,overall,overall,25.5
Sarawak,Tebedu,2023/1/1,male,overall,overall,12.9
Sarawak,Tebedu,2023/1/1,female,overall,overall,12.6
Sarawak,Pusa,2023/1/1,both,overall,overall,20
Sarawak,Pusa,2023/1/1,male,overall,overall,10.3
Sarawak,Pusa,2023/1/1,female,overall,overall,9.7
Sarawak,Kabong,2023/1/1,both,overall,overall,18.8
Sarawak,Kabong,2023/1/1,male,overall,overall,9.4
Sarawak,Kabong,2023/1/1,female,overall,overall,9.4
Sarawak,Tanjung Manis,2023/1/1,both,overall,overall,8
Sarawak,Tanjung Manis,2023/1/1,male,overall,overall,4.2
Sarawak,Tanjung Manis,2023/1/1,female,overall,overall,3.8
Sarawak,Sebauh,2023/1/1,both,overall,overall,31.2
Sarawak,Sebauh,2023/1/1,male,overall,overall,17.7
Sarawak,Sebauh,2023/1/1,female,overall,overall,13.5
Sarawak,Bukit Mabong,2023/1/1,both,overall,overall,10.6
Sarawak,Bukit Mabong,2023/1/1,male,overall,overall,6.4
Sarawak,Bukit Mabong,2023/1/1,female,overall,overall,4.1
Sarawak,Subis,2023/1/1,both,overall,overall,56
Sarawak,Subis,2023/1/1,male,overall,overall,30.9
Sarawak,Subis,2023/1/1,female,overall,overall,25.1
Sarawak,Beluru,2023/1/1,both,overall,overall,27.7
Sarawak,Beluru,2023/1/1,male,overall,overall,14.8
Sarawak,Beluru,2023/1/1,female,overall,overall,12.9
Sarawak,Telang Usan,2023/1/1,both,overall,overall,17.4
Sarawak,Telang Usan,2023/1/1,male,overall,overall,9.3
Sarawak,Telang Usan,2023/1/1,female,overall,overall,8.1
Perlis,Perlis,2023/1/1,both,overall,overall,293.1
Perlis,Perlis,2023/1/1,male,overall,overall,146.2
Perlis,Perlis,2023/1/1,female,overall,overall,146.9
W.P. Kuala Lumpur,W.P. Kuala Lumpur,2023/1/1,both,overall,overall,2005.7
W.P. Kuala Lumpur,W.P. Kuala Lumpur,2023/1/1,male,overall,overall,1072.1
W.P. Kuala Lumpur,W.P. Kuala Lumpur,2023/1/1,female,overall,overall,933.6
W.P. Labuan,W.P. Labuan,2023/1/1,both,overall,overall,99
W.P. Labuan,W.P. Labuan,2023/1/1,male,overall,overall,50.8
W.P. Labuan,W.P. Labuan,2023/1/1,female,overall,overall,48.2
W.P. Putrajaya,W.P. Putrajaya,2023/1/1,both,overall,overall,118.8
W.P. Putrajaya,W.P. Putrajaya,2023/1/1,male,overall,overall,58.6
W.P. Putrajaya,W.P. Putrajaya,2023/1/1,female,overall,overall,60.2
Johor,Batu Pahat,2024/1/1,both,overall,overall,510.4
Johor,Batu Pahat,2024/1/1,male,overall,overall,270.4
Johor,Batu Pahat,2024/1/1,female,overall,overall,240
Johor,Johor Bahru,2024/1/1,both,overall,overall,1800
Johor,Johor Bahru,2024/1/1,male,overall,overall,960.7
Johor,Johor Bahru,2024/1/1,female,overall,overall,839.3
Johor,Kluang,2024/1/1,both,overall,overall,333.8
Johor,Kluang,2024/1/1,male,overall,overall,185.1
Johor,Kluang,2024/1/1,female,overall,overall,148.7
Johor,Kota Tinggi,2024/1/1,both,overall,overall,233.8
Johor,Kota Tinggi,2024/1/1,male,overall,overall,125
Johor,Kota Tinggi,2024/1/1,female,overall,overall,108.8
Johor,Mersing,2024/1/1,both,overall,overall,81.1
Johor,Mersing,2024/1/1,male,overall,overall,43.4
Johor,Mersing,2024/1/1,female,overall,overall,37.6
Johor,Muar,2024/1/1,both,overall,overall,323.3
Johor,Muar,2024/1/1,male,overall,overall,178.6
Johor,Muar,2024/1/1,female,overall,overall,144.7
Johor,Pontian,2024/1/1,both,overall,overall,177.9
Johor,Pontian,2024/1/1,male,overall,overall,95.5
Johor,Pontian,2024/1/1,female,overall,overall,82.4
Johor,Segamat,2024/1/1,both,overall,overall,205.1
Johor,Segamat,2024/1/1,male,overall,overall,108
Johor,Segamat,2024/1/1,female,overall,overall,97.1
Johor,Kulai,2024/1/1,both,overall,overall,351.4
Johor,Kulai,2024/1/1,male,overall,overall,191
Johor,Kulai,2024/1/1,female,overall,overall,160.4
Johor,Tangkak,2024/1/1,both,overall,overall,169.5
Johor,Tangkak,2024/1/1,male,overall,overall,88.8
Johor,Tangkak,2024/1/1,female,overall,overall,80.7
Kedah,Baling,2024/1/1,both,overall,overall,148.1
Kedah,Baling,2024/1/1,male,overall,overall,75.7
Kedah,Baling,2024/1/1,female,overall,overall,72.3
Kedah,Bandar Baharu,2024/1/1,both,overall,overall,45.6
Kedah,Bandar Baharu,2024/1/1,male,overall,overall,23.4
Kedah,Bandar Baharu,2024/1/1,female,overall,overall,22.2
Kedah,Kota Setar,2024/1/1,both,overall,overall,381.8
Kedah,Kota Setar,2024/1/1,male,overall,overall,189.7
Kedah,Kota Setar,2024/1/1,female,overall,overall,192.1
Kedah,Kuala Muda,2024/1/1,both,overall,overall,571.4
Kedah,Kuala Muda,2024/1/1,male,overall,overall,295.9
Kedah,Kuala Muda,2024/1/1,female,overall,overall,275.5
Kedah,Kubang Pasu,2024/1/1,both,overall,overall,253.4
Kedah,Kubang Pasu,2024/1/1,male,overall,overall,124.9
Kedah,Kubang Pasu,2024/1/1,female,overall,overall,128.5
Kedah,Kulim,2024/1/1,both,overall,overall,352.2
Kedah,Kulim,2024/1/1,male,overall,overall,180.8
Kedah,Kulim,2024/1/1,female,overall,overall,171.5
Kedah,Langkawi,2024/1/1,both,overall,overall,99.9
Kedah,Langkawi,2024/1/1,male,overall,overall,51.7
Kedah,Langkawi,2024/1/1,female,overall,overall,48.1
Kedah,Padang Terap,2024/1/1,both,overall,overall,67.7
Kedah,Padang Terap,2024/1/1,male,overall,overall,35.2
Kedah,Padang Terap,2024/1/1,female,overall,overall,32.5
Kedah,Sik,2024/1/1,both,overall,overall,70.2
Kedah,Sik,2024/1/1,male,overall,overall,35.7
Kedah,Sik,2024/1/1,female,overall,overall,34.4
Kedah,Yan,2024/1/1,both,overall,overall,74.7
Kedah,Yan,2024/1/1,male,overall,overall,38.4
Kedah,Yan,2024/1/1,female,overall,overall,36.3
Kedah,Pendang,2024/1/1,both,overall,overall,101.6
Kedah,Pendang,2024/1/1,male,overall,overall,53.6
Kedah,Pendang,2024/1/1,female,overall,overall,47.9
Kedah,Pokok Sena,2024/1/1,both,overall,overall,51
Kedah,Pokok Sena,2024/1/1,male,overall,overall,27.8
Kedah,Pokok Sena,2024/1/1,female,overall,overall,23.2
Kelantan,Bachok,2024/1/1,both,overall,overall,165.5
Kelantan,Bachok,2024/1/1,male,overall,overall,80.3
Kelantan,Bachok,2024/1/1,female,overall,overall,85.2
Kelantan,Kota Bharu,2024/1/1,both,overall,overall,583.8
Kelantan,Kota Bharu,2024/1/1,male,overall,overall,292
Kelantan,Kota Bharu,2024/1/1,female,overall,overall,291.8
Kelantan,Machang,2024/1/1,both,overall,overall,116.7
Kelantan,Machang,2024/1/1,male,overall,overall,58.1
Kelantan,Machang,2024/1/1,female,overall,overall,58.6
Kelantan,Pasir Mas,2024/1/1,both,overall,overall,240.6
Kelantan,Pasir Mas,2024/1/1,male,overall,overall,121.9
Kelantan,Pasir Mas,2024/1/1,female,overall,overall,118.7
Kelantan,Pasir Puteh,2024/1/1,both,overall,overall,143
Kelantan,Pasir Puteh,2024/1/1,male,overall,overall,70.9
Kelantan,Pasir Puteh,2024/1/1,female,overall,overall,72.1
Kelantan,Tanah Merah,2024/1/1,both,overall,overall,158.4
Kelantan,Tanah Merah,2024/1/1,male,overall,overall,81.3
Kelantan,Tanah Merah,2024/1/1,female,overall,overall,77
Kelantan,Tumpat,2024/1/1,both,overall,overall,189.1
Kelantan,Tumpat,2024/1/1,male,overall,overall,93.6
Kelantan,Tumpat,2024/1/1,female,overall,overall,95.5
Kelantan,Gua Musang,2024/1/1,both,overall,overall,110.5
Kelantan,Gua Musang,2024/1/1,male,overall,overall,60.1
Kelantan,Gua Musang,2024/1/1,female,overall,overall,50.5
Kelantan,Kuala Krai,2024/1/1,both,overall,overall,111.8
Kelantan,Kuala Krai,2024/1/1,male,overall,overall,56.4
Kelantan,Kuala Krai,2024/1/1,female,overall,overall,55.3
Kelantan,Jeli,2024/1/1,both,overall,overall,57.8
Kelantan,Jeli,2024/1/1,male,overall,overall,28.9
Kelantan,Jeli,2024/1/1,female,overall,overall,28.9
Kelantan,Kecil Lojing,2024/1/1,both,overall,overall,11.3
Kelantan,Kecil Lojing,2024/1/1,male,overall,overall,5.9
Kelantan,Kecil Lojing,2024/1/1,female,overall,overall,5.5
Melaka,Alor Gajah,2024/1/1,both,overall,overall,260.5
Melaka,Alor Gajah,2024/1/1,male,overall,overall,135.1
Melaka,Alor Gajah,2024/1/1,female,overall,overall,125.4
Melaka,Jasin,2024/1/1,both,overall,overall,156.4
Melaka,Jasin,2024/1/1,male,overall,overall,83.7
Melaka,Jasin,2024/1/1,female,overall,overall,72.7
Melaka,Melaka Tengah,2024/1/1,both,overall,overall,630.1
Melaka,Melaka Tengah,2024/1/1,male,overall,overall,335.5
Melaka,Melaka Tengah,2024/1/1,female,overall,overall,294.6
Negeri Sembilan,Jelebu,2024/1/1,both,overall,overall,48.7
Negeri Sembilan,Jelebu,2024/1/1,male,overall,overall,26.9
Negeri Sembilan,Jelebu,2024/1/1,female,overall,overall,21.8
Negeri Sembilan,Kuala Pilah,2024/1/1,both,overall,overall,72.3
Negeri Sembilan,Kuala Pilah,2024/1/1,male,overall,overall,37.5
Negeri Sembilan,Kuala Pilah,2024/1/1,female,overall,overall,34.8
Negeri Sembilan,Port Dickson,2024/1/1,both,overall,overall,135.2
Negeri Sembilan,Port Dickson,2024/1/1,male,overall,overall,71.8
Negeri Sembilan,Port Dickson,2024/1/1,female,overall,overall,63.4
Negeri Sembilan,Rembau,2024/1/1,both,overall,overall,49.2
Negeri Sembilan,Rembau,2024/1/1,male,overall,overall,25.3
Negeri Sembilan,Rembau,2024/1/1,female,overall,overall,24
Negeri Sembilan,Seremban,2024/1/1,both,overall,overall,712.7
Negeri Sembilan,Seremban,2024/1/1,male,overall,overall,366.8
Negeri Sembilan,Seremban,2024/1/1,female,overall,overall,345.9
Negeri Sembilan,Tampin,2024/1/1,both,overall,overall,90.6
Negeri Sembilan,Tampin,2024/1/1,male,overall,overall,48.2
Negeri Sembilan,Tampin,2024/1/1,female,overall,overall,42.5
Negeri Sembilan,Jempol,2024/1/1,both,overall,overall,131.3
Negeri Sembilan,Jempol,2024/1/1,male,overall,overall,68
Negeri Sembilan,Jempol,2024/1/1,female,overall,overall,63.3
Pahang,Bentong,2024/1/1,both,overall,overall,121.2
Pahang,Bentong,2024/1/1,male,overall,overall,69.3
Pahang,Bentong,2024/1/1,female,overall,overall,52
Pahang,Cameron Highlands,2024/1/1,both,overall,overall,44.5
Pahang,Cameron Highlands,2024/1/1,male,overall,overall,26.9
Pahang,Cameron Highlands,2024/1/1,female,overall,overall,17.6
Pahang,Jerantut,2024/1/1,both,overall,overall,100
Pahang,Jerantut,2024/1/1,male,overall,overall,53.5
Pahang,Jerantut,2024/1/1,female,overall,overall,46.4
Pahang,Kuantan,2024/1/1,both,overall,overall,571.3
Pahang,Kuantan,2024/1/1,male,overall,overall,297
Pahang,Kuantan,2024/1/1,female,overall,overall,274.3
Pahang,Lipis,2024/1/1,both,overall,overall,102.2
Pahang,Lipis,2024/1/1,male,overall,overall,55.1
Pahang,Lipis,2024/1/1,female,overall,overall,47.1
Pahang,Pekan,2024/1/1,both,overall,overall,128
Pahang,Pekan,2024/1/1,male,overall,overall,69
Pahang,Pekan,2024/1/1,female,overall,overall,58.9
Pahang,Raub,2024/1/1,both,overall,overall,100.1
Pahang,Raub,2024/1/1,male,overall,overall,53.6
Pahang,Raub,2024/1/1,female,overall,overall,46.5
Pahang,Temerloh,2024/1/1,both,overall,overall,177.9
Pahang,Temerloh,2024/1/1,male,overall,overall,92.7
Pahang,Temerloh,2024/1/1,female,overall,overall,85.3
Pahang,Rompin,2024/1/1,both,overall,overall,102.9
Pahang,Rompin,2024/1/1,male,overall,overall,55.6
Pahang,Rompin,2024/1/1,female,overall,overall,47.3
Pahang,Maran,2024/1/1,both,overall,overall,119.1
Pahang,Maran,2024/1/1,male,overall,overall,63
Pahang,Maran,2024/1/1,female,overall,overall,56.1
Pahang,Bera,2024/1/1,both,overall,overall,101
Pahang,Bera,2024/1/1,male,overall,overall,54.2
Pahang,Bera,2024/1/1,female,overall,overall,46.9
Pulau Pinang,Seberang Perai Tengah,2024/1/1,both,overall,overall,443.2
Pulau Pinang,Seberang Perai Tengah,2024/1/1,male,overall,overall,236.9
Pulau Pinang,Seberang Perai Tengah,2024/1/1,female,overall,overall,206.3
Pulau Pinang,Seberang Perai Utara,2024/1/1,both,overall,overall,351
Pulau Pinang,Seberang Perai Utara,2024/1/1,male,overall,overall,178.5
Pulau Pinang,Seberang Perai Utara,2024/1/1,female,overall,overall,172.5
Pulau Pinang,Seberang Perai Selatan,2024/1/1,both,overall,overall,188.1
Pulau Pinang,Seberang Perai Selatan,2024/1/1,male,overall,overall,94.7
Pulau Pinang,Seberang Perai Selatan,2024/1/1,female,overall,overall,93.4
Pulau Pinang,Timur Laut,2024/1/1,both,overall,overall,569.9
Pulau Pinang,Timur Laut,2024/1/1,male,overall,overall,289.3
Pulau Pinang,Timur Laut,2024/1/1,female,overall,overall,280.5
Pulau Pinang,Barat Daya,2024/1/1,both,overall,overall,248.3
Pulau Pinang,Barat Daya,2024/1/1,male,overall,overall,124.4
Pulau Pinang,Barat Daya,2024/1/1,female,overall,overall,123.9
Perak,Batang Padang,2024/1/1,both,overall,overall,126.7
Perak,Batang Padang,2024/1/1,male,overall,overall,68
Perak,Batang Padang,2024/1/1,female,overall,overall,58.7
Perak,Manjung,2024/1/1,both,overall,overall,255
Perak,Manjung,2024/1/1,male,overall,overall,137.4
Perak,Manjung,2024/1/1,female,overall,overall,117.6
Perak,Kinta,2024/1/1,both,overall,overall,923.3
Perak,Kinta,2024/1/1,male,overall,overall,484.1
Perak,Kinta,2024/1/1,female,overall,overall,439.2
Perak,Kerian,2024/1/1,both,overall,overall,169.6
Perak,Kerian,2024/1/1,male,overall,overall,87.2
Perak,Kerian,2024/1/1,female,overall,overall,82.4
Perak,Kuala Kangsar,2024/1/1,both,overall,overall,180
Perak,Kuala Kangsar,2024/1/1,male,overall,overall,91.7
Perak,Kuala Kangsar,2024/1/1,female,overall,overall,88.3
Perak,Larut Dan Matang,2024/1/1,both,overall,overall,278.2
Perak,Larut Dan Matang,2024/1/1,male,overall,overall,144.9
Perak,Larut Dan Matang,2024/1/1,female,overall,overall,133.3
Perak,Hilir Perak,2024/1/1,both,overall,overall,141.9
Perak,Hilir Perak,2024/1/1,male,overall,overall,74.6
Perak,Hilir Perak,2024/1/1,female,overall,overall,67.3
Perak,Hulu Perak,2024/1/1,both,overall,overall,98.3
Perak,Hulu Perak,2024/1/1,male,overall,overall,51.2
Perak,Hulu Perak,2024/1/1,female,overall,overall,47.1
Perak,Perak Tengah,2024/1/1,both,overall,overall,98.7
Perak,Perak Tengah,2024/1/1,male,overall,overall,51.4
Perak,Perak Tengah,2024/1/1,female,overall,overall,47.3
Perak,Kampar,2024/1/1,both,overall,overall,99.9
Perak,Kampar,2024/1/1,male,overall,overall,51.3
Perak,Kampar,2024/1/1,female,overall,overall,48.6
Perak,Muallim,2024/1/1,both,overall,overall,79.3
Perak,Muallim,2024/1/1,male,overall,overall,37.9
Perak,Muallim,2024/1/1,female,overall,overall,41.3
Perak,Bagan Datuk,2024/1/1,both,overall,overall,83.4
Perak,Bagan Datuk,2024/1/1,male,overall,overall,46.2
Perak,Bagan Datuk,2024/1/1,female,overall,overall,37.3
Perak,Selama,2024/1/1,both,overall,overall,35.2
Perak,Selama,2024/1/1,male,overall,overall,18
Perak,Selama,2024/1/1,female,overall,overall,17.2
Selangor,Gombak,2024/1/1,both,overall,overall,980.3
Selangor,Gombak,2024/1/1,male,overall,overall,511.8
Selangor,Gombak,2024/1/1,female,overall,overall,468.5
Selangor,Klang,2024/1/1,both,overall,overall,1174.9
Selangor,Klang,2024/1/1,male,overall,overall,651.3
Selangor,Klang,2024/1/1,female,overall,overall,523.5
Selangor,Kuala Langat,2024/1/1,both,overall,overall,326.3
Selangor,Kuala Langat,2024/1/1,male,overall,overall,171.3
Selangor,Kuala Langat,2024/1/1,female,overall,overall,155
Selangor,Kuala Selangor,2024/1/1,both,overall,overall,298.4
Selangor,Kuala Selangor,2024/1/1,male,overall,overall,153.4
Selangor,Kuala Selangor,2024/1/1,female,overall,overall,145
Selangor,Petaling,2024/1/1,both,overall,overall,2360
Selangor,Petaling,2024/1/1,male,overall,overall,1254.1
Selangor,Petaling,2024/1/1,female,overall,overall,1105.9
Selangor,Sabak Bernam,2024/1/1,both,overall,overall,110.3
Selangor,Sabak Bernam,2024/1/1,male,overall,overall,57.6
Selangor,Sabak Bernam,2024/1/1,female,overall,overall,52.7
Selangor,Sepang,2024/1/1,both,overall,overall,346.9
Selangor,Sepang,2024/1/1,male,overall,overall,186.3
Selangor,Sepang,2024/1/1,female,overall,overall,160.6
Selangor,Ulu Langat,2024/1/1,both,overall,overall,1508.1
Selangor,Ulu Langat,2024/1/1,male,overall,overall,809.5
Selangor,Ulu Langat,2024/1/1,female,overall,overall,698.5
Selangor,Ulu Selangor,2024/1/1,both,overall,overall,258.1
Selangor,Ulu Selangor,2024/1/1,male,overall,overall,138.6
Selangor,Ulu Selangor,2024/1/1,female,overall,overall,119.6
Terengganu,Besut,2024/1/1,both,overall,overall,165.4
Terengganu,Besut,2024/1/1,male,overall,overall,84.3
Terengganu,Besut,2024/1/1,female,overall,overall,81.1
Terengganu,Dungun,2024/1/1,both,overall,overall,168.1
Terengganu,Dungun,2024/1/1,male,overall,overall,86.5
Terengganu,Dungun,2024/1/1,female,overall,overall,81.6
Terengganu,Kemaman,2024/1/1,both,overall,overall,231.8
Terengganu,Kemaman,2024/1/1,male,overall,overall,123
Terengganu,Kemaman,2024/1/1,female,overall,overall,108.8
Terengganu,Kuala Terengganu,2024/1/1,both,overall,overall,245.4
Terengganu,Kuala Terengganu,2024/1/1,male,overall,overall,124
Terengganu,Kuala Terengganu,2024/1/1,female,overall,overall,121.4
Terengganu,Marang,2024/1/1,both,overall,overall,126.7
Terengganu,Marang,2024/1/1,male,overall,overall,64.7
Terengganu,Marang,2024/1/1,female,overall,overall,62.1
Terengganu,Hulu Terengganu,2024/1/1,both,overall,overall,74.6
Terengganu,Hulu Terengganu,2024/1/1,male,overall,overall,39.9
Terengganu,Hulu Terengganu,2024/1/1,female,overall,overall,34.7
Terengganu,Setiu,2024/1/1,both,overall,overall,64.3
Terengganu,Setiu,2024/1/1,male,overall,overall,32.9
Terengganu,Setiu,2024/1/1,female,overall,overall,31.4
Terengganu,Kuala Nerus,2024/1/1,both,overall,overall,155.9
Terengganu,Kuala Nerus,2024/1/1,male,overall,overall,77.8
Terengganu,Kuala Nerus,2024/1/1,female,overall,overall,78.1
Sabah,Tawau,2024/1/1,both,overall,overall,413.6
Sabah,Tawau,2024/1/1,male,overall,overall,215.9
Sabah,Tawau,2024/1/1,female,overall,overall,197.7
Sabah,Lahad Datu,2024/1/1,both,overall,overall,253.7
Sabah,Lahad Datu,2024/1/1,male,overall,overall,135.1
Sabah,Lahad Datu,2024/1/1,female,overall,overall,118.7
Sabah,Semporna,2024/1/1,both,overall,overall,199.3
Sabah,Semporna,2024/1/1,male,overall,overall,102.4
Sabah,Semporna,2024/1/1,female,overall,overall,96.9
Sabah,Sandakan,2024/1/1,both,overall,overall,499.4
Sabah,Sandakan,2024/1/1,male,overall,overall,259
Sabah,Sandakan,2024/1/1,female,overall,overall,240.5
Sabah,Kinabatangan,2024/1/1,both,overall,overall,164.2
Sabah,Kinabatangan,2024/1/1,male,overall,overall,91.4
Sabah,Kinabatangan,2024/1/1,female,overall,overall,72.8
Sabah,Beluran,2024/1/1,both,overall,overall,90
Sabah,Beluran,2024/1/1,male,overall,overall,48.9
Sabah,Beluran,2024/1/1,female,overall,overall,41
Sabah,Kota Kinabalu,2024/1/1,both,overall,overall,547
Sabah,Kota Kinabalu,2024/1/1,male,overall,overall,281.9
Sabah,Kota Kinabalu,2024/1/1,female,overall,overall,265.1
Sabah,Ranau,2024/1/1,both,overall,overall,88.7
Sabah,Ranau,2024/1/1,male,overall,overall,45.7
Sabah,Ranau,2024/1/1,female,overall,overall,43
Sabah,Kota Belud,2024/1/1,both,overall,overall,110.9
Sabah,Kota Belud,2024/1/1,male,overall,overall,55.8
Sabah,Kota Belud,2024/1/1,female,overall,overall,55.1
Sabah,Tuaran,2024/1/1,both,overall,overall,142.1
Sabah,Tuaran,2024/1/1,male,overall,overall,72.1
Sabah,Tuaran,2024/1/1,female,overall,overall,70.1
Sabah,Penampang,2024/1/1,both,overall,overall,167.6
Sabah,Penampang,2024/1/1,male,overall,overall,88.7
Sabah,Penampang,2024/1/1,female,overall,overall,78.8
Sabah,Papar,2024/1/1,both,overall,overall,156.3
Sabah,Papar,2024/1/1,male,overall,overall,83.3
Sabah,Papar,2024/1/1,female,overall,overall,73.1
Sabah,Kudat,2024/1/1,both,overall,overall,93.2
Sabah,Kudat,2024/1/1,male,overall,overall,47.4
Sabah,Kudat,2024/1/1,female,overall,overall,45.8
Sabah,Kota Marudu,2024/1/1,both,overall,overall,73.7
Sabah,Kota Marudu,2024/1/1,male,overall,overall,37.8
Sabah,Kota Marudu,2024/1/1,female,overall,overall,35.9
Sabah,Pitas,2024/1/1,both,overall,overall,38.5
Sabah,Pitas,2024/1/1,male,overall,overall,19.9
Sabah,Pitas,2024/1/1,female,overall,overall,18.7
Sabah,Beaufort,2024/1/1,both,overall,overall,77.6
Sabah,Beaufort,2024/1/1,male,overall,overall,40.1
Sabah,Beaufort,2024/1/1,female,overall,overall,37.5
Sabah,Kuala Penyu,2024/1/1,both,overall,overall,24.5
Sabah,Kuala Penyu,2024/1/1,male,overall,overall,12.4
Sabah,Kuala Penyu,2024/1/1,female,overall,overall,12.2
Sabah,Sipitang,2024/1/1,both,overall,overall,40.5
Sabah,Sipitang,2024/1/1,male,overall,overall,21.1
Sabah,Sipitang,2024/1/1,female,overall,overall,19.3
Sabah,Tenom,2024/1/1,both,overall,overall,53.8
Sabah,Tenom,2024/1/1,male,overall,overall,27.7
Sabah,Tenom,2024/1/1,female,overall,overall,26.1
Sabah,Nabawan,2024/1/1,both,overall,overall,30.7
Sabah,Nabawan,2024/1/1,male,overall,overall,16.3
Sabah,Nabawan,2024/1/1,female,overall,overall,14.4
Sabah,Keningau,2024/1/1,both,overall,overall,158.1
Sabah,Keningau,2024/1/1,male,overall,overall,81.5
Sabah,Keningau,2024/1/1,female,overall,overall,76.6
Sabah,Tambunan,2024/1/1,both,overall,overall,33.3
Sabah,Tambunan,2024/1/1,male,overall,overall,16.9
Sabah,Tambunan,2024/1/1,female,overall,overall,16.4
Sabah,Kunak,2024/1/1,both,overall,overall,79.6
Sabah,Kunak,2024/1/1,male,overall,overall,43.1
Sabah,Kunak,2024/1/1,female,overall,overall,36.4
Sabah,Tongod,2024/1/1,both,overall,overall,45
Sabah,Tongod,2024/1/1,male,overall,overall,24.3
Sabah,Tongod,2024/1/1,female,overall,overall,20.7
Sabah,Putatan,2024/1/1,both,overall,overall,71
Sabah,Putatan,2024/1/1,male,overall,overall,37.2
Sabah,Putatan,2024/1/1,female,overall,overall,33.8
Sabah,Telupid,2024/1/1,both,overall,overall,31.2
Sabah,Telupid,2024/1/1,male,overall,overall,17
Sabah,Telupid,2024/1/1,female,overall,overall,14.2
Sabah,Kalabakan,2024/1/1,both,overall,overall,58.7
Sabah,Kalabakan,2024/1/1,male,overall,overall,32.4
Sabah,Kalabakan,2024/1/1,female,overall,overall,26.3
Sarawak,Kuching,2024/1/1,both,overall,overall,625.3
Sarawak,Kuching,2024/1/1,male,overall,overall,315.1
Sarawak,Kuching,2024/1/1,female,overall,overall,310.1
Sarawak,Bau,2024/1/1,both,overall,overall,53.9
Sarawak,Bau,2024/1/1,male,overall,overall,27.9
Sarawak,Bau,2024/1/1,female,overall,overall,26
Sarawak,Lundu,2024/1/1,both,overall,overall,34.4
Sarawak,Lundu,2024/1/1,male,overall,overall,18.4
Sarawak,Lundu,2024/1/1,female,overall,overall,16
Sarawak,Samarahan,2024/1/1,both,overall,overall,135.5
Sarawak,Samarahan,2024/1/1,male,overall,overall,65.7
