state,district,date,sex,age,ethnicity,population
Sarawak,Samarahan,2024/1/1,female,overall,overall,69.8
Sarawak,Serian,2024/1/1,both,overall,overall,87.6
Sarawak,Serian,2024/1/1,male,overall,overall,44.8
Sarawak,Serian,2024/1/1,female,overall,overall,42.8
Sarawak,Simunjan,2024/1/1,both,overall,overall,37
Sarawak,Simunjan,2024/1/1,male,overall,overall,19.4
Sarawak,Simunjan,2024/1/1,female,overall,overall,17.7
Sarawak,Sri Aman,2024/1/1,both,overall,overall,61.3
Sarawak,Sri Aman,2024/1/1,male,overall,overall,31.6
Sarawak,Sri Aman,2024/1/1,female,overall,overall,29.7
Sarawak,Lubok Antu,2024/1/1,both,overall,overall,24.6
Sarawak,Lubok Antu,2024/1/1,male,overall,overall,12.4
Sarawak,Lubok Antu,2024/1/1,female,overall,overall,12.2
Sarawak,Betong,2024/1/1,both,overall,overall,37
Sarawak,Betong,2024/1/1,male,overall,overall,19.2
Sarawak,Betong,2024/1/1,female,overall,overall,17.8
Sarawak,Saratok,2024/1/1,both,overall,overall,23.5
Sarawak,Saratok,2024/1/1,male,overall,overall,11.6
Sarawak,Saratok,2024/1/1,female,overall,overall,12
Sarawak,Sarikei,2024/1/1,both,overall,overall,45
Sarawak,Sarikei,2024/1/1,male,overall,overall,22.6
Sarawak,Sarikei,2024/1/1,female,overall,overall,22.4
Sarawak,Maradong,2024/1/1,both,overall,overall,20.8
Sarawak,Maradong,2024/1/1,male,overall,overall,10.4
Sarawak,Maradong,2024/1/1,female,overall,overall,10.5
Sarawak,Daro,2024/1/1,both,overall,overall,20.1
Sarawak,Daro,2024/1/1,male,overall,overall,10.8
Sarawak,Daro,2024/1/1,female,overall,overall,9.3
Sarawak,Julau,2024/1/1,both,overall,overall,15.6
Sarawak,Julau,2024/1/1,male,overall,overall,7.7
Sarawak,Julau,2024/1/1,female,overall,overall,7.9
Sarawak,Sibu,2024/1/1,both,overall,overall,255.3
Sarawak,Sibu,2024/1/1,male,overall,overall,131.8
Sarawak,Sibu,2024/1/1,female,overall,overall,123.4
Sarawak,Dalat,2024/1/1,both,overall,overall,21.7
Sarawak,Dalat,2024/1/1,male,overall,overall,11.3
Sarawak,Dalat,2024/1/1,female,overall,overall,10.5
Sarawak,Mukah,2024/1/1,both,overall,overall,42.5
Sarawak,Mukah,2024/1/1,male,overall,overall,22.3
Sarawak,Mukah,2024/1/1,female,overall,overall,20.2
Sarawak,Kanowit,2024/1/1,both,overall,overall,25
Sarawak,Kanowit,2024/1/1,male,overall,overall,12.5
Sarawak,Kanowit,2024/1/1,female,overall,overall,12.5
Sarawak,Bintulu,2024/1/1,both,overall,overall,188.9
Sarawak,Bintulu,2024/1/1,male,overall,overall,102.5
Sarawak,Bintulu,2024/1/1,female,overall,overall,86.4
Sarawak,Tatau,2024/1/1,both,overall,overall,32
Sarawak,Tatau,2024/1/1,male,overall,overall,17.4
Sarawak,Tatau,2024/1/1,female,overall,overall,14.6
Sarawak,Kapit,2024/1/1,both,overall,overall,37
Sarawak,Kapit,2024/1/1,male,overall,overall,18.6
Sarawak,Kapit,2024/1/1,female,overall,overall,18.3
Sarawak,Song,2024/1/1,both,overall,overall,10.3
Sarawak,Song,2024/1/1,male,overall,overall,5
Sarawak,Song,2024/1/1,female,overall,overall,5.3
Sarawak,Belaga,2024/1/1,both,overall,overall,22.5
Sarawak,Belaga,2024/1/1,male,overall,overall,12.8
Sarawak,Belaga,2024/1/1,female,overall,overall,9.8
Sarawak,Miri,2024/1/1,both,overall,overall,256.2
Sarawak,Miri,2024/1/1,male,overall,overall,134
Sarawak,Miri,2024/1/1,female,overall,overall,122.2
Sarawak,Marudi,2024/1/1,both,overall,overall,18.4
Sarawak,Marudi,2024/1/1,male,overall,overall,9.7
Sarawak,Marudi,2024/1/1,female,overall,overall,8.7
Sarawak,Limbang,2024/1/1,both,overall,overall,46.5
Sarawak,Limbang,2024/1/1,male,overall,overall,23.9
Sarawak,Limbang,2024/1/1,female,overall,overall,22.6
Sarawak,Lawas,2024/1/1,both,overall,overall,38.1
Sarawak,Lawas,2024/1/1,male,overall,overall,19.4
Sarawak,Lawas,2024/1/1,female,overall,overall,18.7
Sarawak,Matu,2024/1/1,both,overall,overall,16.4
Sarawak,Matu,2024/1/1,male,overall,overall,8.8
Sarawak,Matu,2024/1/1,female,overall,overall,7.6
Sarawak,Asajaya,2024/1/1,both,overall,overall,34.9
Sarawak,Asajaya,2024/1/1,male,overall,overall,17.8
Sarawak,Asajaya,2024/1/1,female,overall,overall,17.1
Sarawak,Pakan,2024/1/1,both,overall,overall,15.7
Sarawak,Pakan,2024/1/1,male,overall,overall,8.3
Sarawak,Pakan,2024/1/1,female,overall,overall,7.4
Sarawak,Selangau,2024/1/1,both,overall,overall,20.5
Sarawak,Selangau,2024/1/1,male,overall,overall,10.6
Sarawak,Selangau,2024/1/1,female,overall,overall,9.9
Sarawak,Tebedu,2024/1/1,both,overall,overall,25.7
Sarawak,Tebedu,2024/1/1,male,overall,overall,13
Sarawak,Tebedu,2024/1/1,female,overall,overall,12.7
Sarawak,Pusa,2024/1/1,both,overall,overall,20.2
Sarawak,Pusa,2024/1/1,male,overall,overall,10.4
Sarawak,Pusa,2024/1/1,female,overall,overall,9.8
Sarawak,Kabong,2024/1/1,both,overall,overall,19
Sarawak,Kabong,2024/1/1,male,overall,overall,9.5
Sarawak,Kabong,2024/1/1,female,overall,overall,9.4
Sarawak,Tanjung Manis,2024/1/1,both,overall,overall,7.9
Sarawak,Tanjung Manis,2024/1/1,male,overall,overall,4.1
Sarawak,Tanjung Manis,2024/1/1,female,overall,overall,3.8
Sarawak,Sebauh,2024/1/1,both,overall,overall,31.4
Sarawak,Sebauh,2024/1/1,male,overall,overall,17.8
Sarawak,Sebauh,2024/1/1,female,overall,overall,13.6
Sarawak,Bukit Mabong,2024/1/1,both,overall,overall,10.6
Sarawak,Bukit Mabong,2024/1/1,male,overall,overall,6.4
Sarawak,Bukit Mabong,2024/1/1,female,overall,overall,4.2
Sarawak,Subis,2024/1/1,both,overall,overall,55.4
Sarawak,Subis,2024/1/1,male,overall,overall,30.5
Sarawak,Subis,2024/1/1,female,overall,overall,24.9
Sarawak,Beluru,2024/1/1,both,overall,overall,26.8
Sarawak,Beluru,2024/1/1,male,overall,overall,14.3
Sarawak,Beluru,2024/1/1,female,overall,overall,12.5
Sarawak,Telang Usan,2024/1/1,both,overall,overall,17.5
Sarawak,Telang Usan,2024/1/1,male,overall,overall,9.3
Sarawak,Telang Usan,2024/1/1,female,overall,overall,8.2
Perlis,Perlis,2024/1/1,both,overall,overall,296.8
Perlis,Perlis,2024/1/1,male,overall,overall,148
Perlis,Perlis,2024/1/1,female,overall,overall,148.8
W.P. Kuala Lumpur,W.P. Kuala Lumpur,2024/1/1,both,overall,overall,2067.5
W.P. Kuala Lumpur,W.P. Kuala Lumpur,2024/1/1,male,overall,overall,1116.7
W.P. Kuala Lumpur,W.P. Kuala Lumpur,2024/1/1,female,overall,overall,950.8
W.P. Labuan,W.P. Labuan,2024/1/1,both,overall,overall,100.8
W.P. Labuan,W.P. Labuan,2024/1/1,male,overall,overall,51.7
W.P. Labuan,W.P. Labuan,2024/1/1,female,overall,overall,49.1
W.P. Putrajaya,W.P. Putrajaya,2024/1/1,both,overall,overall,120.3
W.P. Putrajaya,W.P. Putrajaya,2024/1/1,male,overall,overall,59.4
W.P. Putrajaya,W.P. Putrajaya,2024/1/1,female,overall,overall,60.9
